Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,ApplicantIncome_Z_score,CoapplicantIncome_Z_score,LoanAmount_Z_score
LP002211,Male,Yes,0,Graduate,No,4817,923.0,120.0,180.0,1.0,Urban,Y,-0.09599857305646076,-0.2386146730983812,-0.30859899043957384
LP002219,Male,Yes,3+,Graduate,No,8750,4996.0,130.0,360.0,1.0,Rural,Y,0.5478012584512093,1.153269912925272,-0.19175926011197872
LP002223,Male,Yes,0,Graduate,No,4310,0.0,130.0,360.0,,Semiurban,Y,-0.17899031334997428,-0.5540356092387769,-0.19175926011197872
LP002224,Male,No,0,Graduate,No,3069,0.0,71.0,480.0,1.0,Urban,N,-0.3821318315043141,-0.5540356092387769,-0.8811136690447898
LP002225,Male,Yes,2,Graduate,No,5391,0.0,130.0,360.0,1.0,Urban,Y,-0.0020394824677491758,-0.5540356092387769,-0.19175926011197872
LP002226,Male,Yes,0,Graduate,,3333,2500.0,128.0,360.0,1.0,Semiurban,Y,-0.33891719750532484,0.3003006208273004,-0.21512720617749773
LP002229,Male,No,0,Graduate,No,5941,4232.0,296.0,360.0,1.0,Semiurban,Y,0.08799100503014519,0.8921847610170787,1.7477802633261001
LP002231,Female,No,0,Graduate,No,6000,0.0,156.0,360.0,1.0,Urban,Y,0.09764882096173749,-0.5540356092387769,0.11202403873976856
LP002234,Male,No,0,Graduate,Yes,7167,0.0,128.0,360.0,1.0,Urban,Y,0.2886771462527243,-0.5540356092387769,-0.21512720617749773
LP002236,Male,Yes,2,Graduate,No,4566,0.0,100.0,360.0,1.0,Urban,N,-0.13708521371459073,-0.5540356092387769,-0.542278451094764
LP002237,Male,No,1,Graduate,,3667,0.0,113.0,180.0,1.0,Urban,Y,-0.28424413782478536,-0.5540356092387769,-0.3903868016688904
LP002239,Male,No,0,Not Graduate,No,2346,1600.0,132.0,360.0,1.0,Semiurban,Y,-0.5004809996151826,-0.007260421996487447,-0.16839131404645968
LP002244,Male,Yes,0,Graduate,No,2333,2417.0,136.0,360.0,1.0,Urban,Y,-0.5026089929560419,0.27193665798910666,-0.12165542191542165
LP002250,Male,Yes,0,Graduate,No,5488,0.0,125.0,360.0,1.0,Rural,Y,0.013838621690970375,-0.5540356092387769,-0.2501791252757763
LP002255,Male,No,3+,Graduate,No,9167,0.0,185.0,360.0,1.0,Rural,Y,0.6160607371541583,-0.5540356092387769,0.4508592566897944
LP002262,Male,Yes,3+,Graduate,No,9504,0.0,275.0,360.0,1.0,Rural,Y,0.67122487222105,-0.5540356092387769,1.5024168296381504
LP002263,Male,Yes,0,Graduate,No,2583,2115.0,120.0,360.0,,Urban,Y,-0.4616860440933626,0.1687328413971245,-0.30859899043957384
LP002265,Male,Yes,2,Not Graduate,No,1993,1625.0,113.0,180.0,1.0,Semiurban,Y,-0.5582642034092856,0.0012829403041733267,-0.3903868016688904
LP002266,Male,Yes,2,Graduate,No,3100,1400.0,113.0,360.0,1.0,Urban,Y,-0.3770573858453419,-0.07560732040177363,-0.3903868016688904
LP002272,Male,Yes,2,Graduate,No,3276,484.0,135.0,360.0,,Semiurban,Y,-0.3482476298460157,-0.3886361150979844,-0.13333939494818117
LP002277,Female,No,0,Graduate,No,3180,0.0,71.0,360.0,0.0,Urban,N,-0.3639620422092845,-0.5540356092387769,-0.8811136690447898
LP002281,Male,Yes,0,Graduate,No,3033,1459.0,95.0,360.0,1.0,Urban,Y,-0.38802473614053995,-0.055444985372214206,-0.6006983162585616
LP002284,Male,No,0,Not Graduate,No,3902,1666.0,109.0,360.0,1.0,Rural,Y,-0.24577656589386684,0.015294054477256996,-0.43712269379992846
LP002287,Female,No,0,Graduate,No,1500,1800.0,103.0,360.0,0.0,Semiurban,N,-0.6389642585664891,0.06108647640879874,-0.5072265319964855
LP002288,Male,Yes,2,Not Graduate,No,2889,0.0,45.0,180.0,0.0,Urban,N,-0.4115963546854432,-0.5540356092387769,-1.184896967896537
LP002296,Male,No,0,Not Graduate,No,2755,0.0,65.0,300.0,1.0,Rural,N,-0.43353105527583924,-0.5540356092387769,-0.9512175072413469
LP002297,Male,No,0,Graduate,No,2500,20000.0,103.0,360.0,1.0,Semiurban,Y,-0.4752724631157721,6.280654231289843,-0.5072265319964855
LP002300,Female,No,0,Not Graduate,No,1963,0.0,53.0,360.0,1.0,Semiurban,Y,-0.5631749572728072,-0.5540356092387769,-1.091425183634461
LP002301,Female,No,0,Graduate,Yes,7441,0.0,194.0,360.0,1.0,Rural,N,0.3335286982062207,-0.5540356092387769,0.5560150139846299
LP002305,Female,No,0,Graduate,No,4547,0.0,115.0,360.0,1.0,Semiurban,Y,-0.14019535782815434,-0.5540356092387769,-0.3670188556033714
LP002308,Male,Yes,0,Not Graduate,No,2167,2400.0,115.0,360.0,1.0,Urban,Y,-0.5297818310008608,0.2661271716246573,-0.3670188556033714
LP002314,Female,No,0,Not Graduate,No,2213,0.0,66.0,360.0,1.0,Rural,Y,-0.5222520084101279,-0.5540356092387769,-0.9395335342085874
LP002315,Male,Yes,1,Graduate,No,8300,0.0,152.0,300.0,0.0,Semiurban,N,0.47413995049838664,-0.5540356092387769,0.06528814660873052
LP002317,Male,Yes,3+,Graduate,No,81000,0.0,360.0,360.0,0.0,Rural,N,12.374533479765514,-0.5540356092387769,2.495554537422709
LP002318,Female,No,1,Not Graduate,Yes,3867,0.0,62.0,360.0,1.0,Semiurban,N,-0.2515057787346419,-0.5540356092387769,-0.9862694263396254
LP002319,Male,Yes,0,Graduate,,6256,0.0,160.0,360.0,,Urban,Y,0.13955392059712105,-0.5540356092387769,0.15875993087080661
LP002328,Male,Yes,0,Not Graduate,No,6096,0.0,218.0,360.0,0.0,Rural,N,0.11336323332500634,-0.5540356092387769,0.8364303667708582
LP002332,Male,Yes,0,Not Graduate,No,2253,2033.0,110.0,360.0,1.0,Rural,Y,-0.5157043365920992,0.14071061305095714,-0.42543872076716893
LP002335,Female,Yes,0,Not Graduate,No,2149,3237.0,178.0,360.0,0.0,Semiurban,N,-0.5327282833189738,0.55215894145078,0.3690714454604778
LP002337,Female,No,0,Graduate,No,2995,0.0,60.0,360.0,1.0,Urban,Y,-0.3942450243676672,-0.5540356092387769,-1.0096373724051444
LP002341,Female,No,1,Graduate,No,2600,0.0,160.0,360.0,1.0,Urban,N,-0.4589032835707004,-0.5540356092387769,0.15875993087080661
LP002342,Male,Yes,2,Graduate,Yes,1600,20000.0,239.0,360.0,1.0,Urban,N,-0.6225950790214174,6.280654231289843,1.081793800458808
LP002345,Male,Yes,0,Graduate,No,1025,2773.0,112.0,360.0,1.0,Rural,Y,-0.7167178614055797,0.39359413715051605,-0.4020707747016499
LP002347,Male,Yes,0,Graduate,No,3246,1417.0,138.0,360.0,1.0,Semiurban,Y,-0.3531583837095372,-0.06979783403732431,-0.09828747584990263
LP002348,Male,Yes,0,Graduate,No,5829,0.0,138.0,360.0,1.0,Rural,Y,0.06965752393966489,-0.5540356092387769,-0.09828747584990263
LP002357,Female,No,0,Not Graduate,No,2720,0.0,80.0,,0.0,Urban,N,-0.43926026811661434,-0.5540356092387769,-0.7759579117499542
LP002361,Male,Yes,0,Graduate,No,1820,1719.0,100.0,360.0,1.0,Urban,Y,-0.5865828840222597,0.033405982554657834,-0.542278451094764
LP002362,Male,Yes,1,Graduate,No,7250,1667.0,110.0,,0.0,Urban,N,0.30226356527513376,0.015635788969283426,-0.42543872076716893
LP002364,Male,Yes,0,Graduate,No,14880,0.0,96.0,360.0,1.0,Semiurban,Y,1.5512319645641046,-0.5540356092387769,-0.589014343225802
LP002366,Male,Yes,0,Graduate,No,2666,4300.0,121.0,360.0,1.0,Rural,Y,-0.4480996250709531,0.915422706474876,-0.2969150174068143
LP002367,Female,No,1,Not Graduate,No,4606,0.0,81.0,360.0,1.0,Rural,N,-0.13053754189656205,-0.5540356092387769,-0.7642739387171947
LP002368,Male,Yes,2,Graduate,No,5935,0.0,133.0,360.0,1.0,Semiurban,Y,0.08700885425744088,-0.5540356092387769,-0.15670734101370018
LP002369,Male,Yes,0,Graduate,No,2920,16.12000084,87.0,360.0,1.0,Rural,Y,-0.40652190902647095,-0.5485268489402538,-0.6941701005206377
LP002370,Male,No,0,Not Graduate,No,2717,0.0,60.0,180.0,1.0,Urban,Y,-0.4397513435029665,-0.5540356092387769,-1.0096373724051444
LP002377,Female,No,1,Graduate,Yes,8624,0.0,150.0,360.0,1.0,Semiurban,Y,0.527176092224419,-0.5540356092387769,0.041920200543211494
LP002379,Male,No,0,Graduate,No,6500,0.0,105.0,360.0,0.0,Rural,N,0.17949471868709602,-0.5540356092387769,-0.4838585859309665
LP002386,Male,No,0,Graduate,,12876,0.0,405.0,360.0,1.0,Semiurban,Y,1.2231936064808677,-0.5540356092387769,3.0213333238968865
LP002387,Male,Yes,0,Graduate,No,2425,2340.0,143.0,360.0,1.0,Semiurban,Y,-0.48754934777457587,0.24562310210307145,-0.03986761068610508
LP002390,Male,No,0,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,Y,-0.2706577188023758,-0.5540356092387769,-0.542278451094764
LP002398,Male,No,0,Graduate,No,1926,1851.0,50.0,360.0,1.0,Semiurban,Y,-0.5692315537044836,0.07851493550214672,-1.1264771027327396
LP002403,Male,No,0,Graduate,Yes,10416,0.0,187.0,360.0,0.0,Urban,N,0.8205117896721039,-0.5540356092387769,0.4742272027553134
LP002407,Female,Yes,0,Not Graduate,Yes,7142,0.0,138.0,360.0,1.0,Rural,Y,0.28458485136645634,-0.5540356092387769,-0.09828747584990263
LP002408,Male,No,0,Graduate,No,3660,5064.0,187.0,360.0,1.0,Semiurban,Y,-0.28538998039294033,1.1765078583830693,0.4742272027553134
LP002409,Male,Yes,0,Graduate,No,7901,1833.0,180.0,360.0,1.0,Rural,Y,0.40882692411355054,0.07236371464567096,0.39243939152599683
LP002418,Male,No,3+,Not Graduate,No,4707,1993.0,148.0,360.0,1.0,Semiurban,Y,-0.11400467055603962,0.12704123336989992,0.018552254477692477
LP002422,Male,No,1,Graduate,No,37719,0.0,152.0,360.0,1.0,Semiurban,Y,5.289788880863031,-0.5540356092387769,0.06528814660873052
LP002424,Male,Yes,0,Graduate,No,7333,8333.0,175.0,300.0,,Rural,Y,0.3158499842975433,2.293637912817472,0.3340195263621993
LP002429,Male,Yes,1,Graduate,Yes,3466,1210.0,130.0,360.0,1.0,Rural,Y,-0.3171461887103795,-0.1405368738867955,-0.19175926011197872
LP002434,Male,Yes,2,Not Graduate,No,4652,0.0,110.0,360.0,1.0,Rural,Y,-0.12300771930582906,-0.5540356092387769,-0.42543872076716893
LP002435,Male,Yes,0,Graduate,,3539,1376.0,55.0,360.0,1.0,Rural,N,-0.3051966876424771,-0.08380894821040798,-1.068057237568942
LP002443,Male,Yes,2,Graduate,No,3340,1710.0,150.0,360.0,0.0,Rural,N,-0.3377713549371698,0.030330372126419956,0.041920200543211494
LP002444,Male,No,1,Not Graduate,Yes,2769,1542.0,190.0,360.0,,Semiurban,N,-0.43123937013952923,-0.027081022534020442,0.5092791218535919
LP002446,Male,Yes,2,Not Graduate,No,2309,1255.0,125.0,360.0,0.0,Rural,N,-0.5065375960468591,-0.1251588217456061,-0.2501791252757763
LP002447,Male,Yes,2,Not Graduate,No,1958,1456.0,60.0,300.0,,Urban,Y,-0.5639934162500607,-0.0564701888482935,-1.0096373724051444
LP002448,Male,Yes,0,Graduate,No,3948,1733.0,149.0,360.0,0.0,Rural,N,-0.23824674330313383,0.038190265443027865,0.030236227510451987
LP002449,Male,Yes,0,Graduate,No,2483,2466.0,90.0,180.0,0.0,Rural,Y,-0.4780552236384343,0.28868164809840174,-0.6591181814223591
LP002453,Male,No,0,Graduate,Yes,7085,0.0,84.0,360.0,1.0,Semiurban,Y,0.2752544190257655,-0.5540356092387769,-0.7292220196189162
LP002455,Male,Yes,2,Graduate,No,3859,0.0,96.0,360.0,1.0,Semiurban,Y,-0.2528153130982477,-0.5540356092387769,-0.589014343225802
LP002459,Male,Yes,0,Graduate,No,4301,0.0,118.0,360.0,1.0,Urban,Y,-0.18046353950903074,-0.5540356092387769,-0.33196693650509285
LP002467,Male,Yes,0,Graduate,No,3708,2569.0,173.0,360.0,1.0,Urban,N,-0.27753277421130595,0.32388030077712415,0.3106515802966802
LP002472,Male,No,2,Graduate,No,4354,0.0,136.0,360.0,1.0,Rural,Y,-0.17178787435014273,-0.5540356092387769,-0.12165542191542165
LP002473,Male,Yes,0,Graduate,No,8334,0.0,160.0,360.0,1.0,Semiurban,N,0.479705471543711,-0.5540356092387769,0.15875993087080661
LP002478,,Yes,0,Graduate,Yes,2083,4083.0,160.0,360.0,,Semiurban,Y,-0.5435319418187211,0.8412663217051405,0.15875993087080661
LP002484,Male,Yes,3+,Graduate,No,7740,0.0,128.0,180.0,1.0,Urban,Y,0.3824725450459851,-0.5540356092387769,-0.21512720617749773
LP002487,Male,Yes,0,Graduate,No,3015,2188.0,153.0,360.0,1.0,Rural,Y,-0.3909711884586528,0.19367945931505395,0.07697211964149003
LP002489,Female,No,1,Not Graduate,,5191,0.0,132.0,360.0,1.0,Semiurban,Y,-0.03477784155789258,-0.5540356092387769,-0.16839131404645968
LP002493,Male,No,0,Graduate,No,4166,0.0,98.0,360.0,0.0,Semiurban,N,-0.20256193189487753,-0.5540356092387769,-0.5656463971602831
LP002494,Male,No,0,Graduate,No,6000,0.0,140.0,360.0,1.0,Rural,Y,0.09764882096173749,-0.5540356092387769,-0.07491952978438361
LP002500,Male,Yes,3+,Not Graduate,No,2947,1664.0,70.0,180.0,0.0,Urban,N,-0.4021022305493016,0.014610585493204133,-0.8927976420775493
LP002501,,Yes,0,Graduate,No,16692,0.0,110.0,360.0,1.0,Semiurban,Y,1.8478414979208038,-0.5540356092387769,-0.42543872076716893
LP002502,Female,Yes,2,Not Graduate,,210,2917.0,98.0,360.0,1.0,Semiurban,Y,-0.8501266746979141,0.4428039040023221,-0.5656463971602831
LP002505,Male,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,N,-0.1752254020546078,0.28355563071800527,-0.42543872076716893
LP002515,Male,Yes,1,Graduate,Yes,3450,2079.0,162.0,360.0,1.0,Semiurban,Y,-0.31976525743759093,0.15643039968417297,0.18212787693632562
LP002517,Male,Yes,1,Not Graduate,No,2653,1500.0,113.0,180.0,0.0,Rural,N,-0.4502276184118124,-0.04143387119913054,-0.3903868016688904
LP002519,Male,Yes,3+,Graduate,No,4691,0.0,100.0,360.0,1.0,Semiurban,Y,-0.1166237392832511,-0.5540356092387769,-0.542278451094764
LP002522,Female,No,0,Graduate,Yes,2500,0.0,93.0,360.0,,Urban,Y,-0.4752724631157721,-0.5540356092387769,-0.6240662623240806
LP002524,Male,No,2,Graduate,No,5532,4648.0,162.0,360.0,1.0,Rural,Y,0.021041060690801926,1.034346309700074,0.18212787693632562
LP002527,Male,Yes,2,Graduate,Yes,16525,1014.0,150.0,360.0,1.0,Rural,Y,1.820504968080534,-0.20751683432397597,0.041920200543211494
LP002529,Male,Yes,2,Graduate,No,6700,1750.0,230.0,300.0,1.0,Semiurban,Y,0.2122330777772394,0.04399975180747719,0.9766380431639723
LP002530,,Yes,2,Graduate,No,2873,1872.0,132.0,360.0,0.0,Semiurban,N,-0.41421542341265466,0.08569135983470177,-0.16839131404645968
LP002531,Male,Yes,1,Graduate,Yes,16667,2250.0,86.0,360.0,1.0,Semiurban,Y,1.843749203034536,0.21486699782069266,-0.7058540735533971
LP002534,Female,No,0,Not Graduate,No,4350,0.0,154.0,360.0,1.0,Rural,Y,-0.1724426415319456,-0.5540356092387769,0.08865609267424954
LP002536,Male,Yes,3+,Not Graduate,No,3095,0.0,113.0,360.0,1.0,Rural,Y,-0.37787584482259545,-0.5540356092387769,-0.3903868016688904
LP002537,Male,Yes,0,Graduate,No,2083,3150.0,128.0,360.0,1.0,Semiurban,Y,-0.5435319418187211,0.5224280406444806,-0.21512720617749773
LP002541,Male,Yes,0,Graduate,No,10833,0.0,234.0,360.0,1.0,Semiurban,Y,0.8887712683750529,-0.5540356092387769,1.0233739352950104
LP002543,Male,Yes,2,Graduate,No,8333,0.0,246.0,360.0,1.0,Semiurban,Y,0.47954177974826034,-0.5540356092387769,1.1635816116881246
LP002544,Male,Yes,1,Not Graduate,No,1958,2436.0,131.0,360.0,1.0,Rural,Y,-0.5639934162500607,0.2784296133376088,-0.18007528707921922
LP002545,Male,No,2,Graduate,No,3547,0.0,80.0,360.0,0.0,Rural,N,-0.3038871532788714,-0.5540356092387769,-0.7759579117499542
LP002547,Male,Yes,1,Graduate,No,18333,0.0,500.0,360.0,1.0,Urban,N,2.1164597342554305,-0.5540356092387769,4.13131076200904
LP002555,Male,Yes,2,Graduate,Yes,4583,2083.0,160.0,360.0,1.0,Semiurban,Y,-0.13430245319192854,0.15779733765227869,0.15875993087080661
LP002556,Male,No,0,Graduate,No,2435,0.0,75.0,360.0,1.0,Urban,N,-0.4859124298200687,-0.5540356092387769,-0.8343777769137518
LP002560,Male,No,0,Not Graduate,No,2699,2785.0,96.0,360.0,,Semiurban,Y,-0.44269779582107943,0.3976949510548332,-0.589014343225802
LP002562,Male,Yes,1,Not Graduate,No,5333,1131.0,186.0,360.0,,Urban,Y,-0.011533606603890764,-0.16753389875688357,0.4625432297225539
LP002571,Male,No,0,Not Graduate,No,3691,0.0,110.0,360.0,1.0,Rural,Y,-0.28031553473396814,-0.5540356092387769,-0.42543872076716893
LP002582,Female,No,0,Not Graduate,Yes,17263,0.0,225.0,360.0,1.0,Semiurban,Y,1.9413095131231632,-0.5540356092387769,0.9182181780001748
LP002585,Male,Yes,0,Graduate,No,3597,2157.0,119.0,360.0,0.0,Rural,N,-0.2957025635063355,0.18308569006223457,-0.3202829634723333
LP002586,Female,Yes,1,Graduate,No,3326,913.0,105.0,84.0,1.0,Semiurban,Y,-0.3400630400734798,-0.2420320180186455,-0.4838585859309665
LP002587,Male,Yes,0,Not Graduate,No,2600,1700.0,107.0,360.0,1.0,Rural,Y,-0.4589032835707004,0.026913027206155647,-0.46049063986544747
LP002588,Male,Yes,0,Graduate,No,4625,2857.0,111.0,12.0,,Urban,Y,-0.12742739778299841,0.42229983448073627,-0.4137547477344094
LP002600,Male,Yes,1,Graduate,Yes,2895,0.0,95.0,360.0,1.0,Semiurban,Y,-0.4106142039127389,-0.5540356092387769,-0.6006983162585616
LP002602,Male,No,0,Graduate,No,6283,4416.0,209.0,360.0,0.0,Rural,N,0.14397359907429041,0.955063907549942,0.7312746094760226
LP002603,Female,No,0,Graduate,No,645,3683.0,113.0,480.0,1.0,Rural,Y,-0.7789207436768522,0.7045725248945681,-0.3903868016688904
LP002606,Female,No,0,Graduate,No,3159,0.0,100.0,360.0,1.0,Semiurban,Y,-0.36739956991374956,-0.5540356092387769,-0.542278451094764
LP002615,Male,Yes,2,Graduate,No,4865,5624.0,208.0,360.0,1.0,Semiurban,Y,-0.08814136687482634,1.3678791739178706,0.7195906364432632
LP002618,Male,Yes,1,Not Graduate,No,4050,5302.0,138.0,360.0,,Rural,N,-0.22155018016716072,1.2578406674853597,-0.09828747584990263
LP002619,Male,Yes,0,Not Graduate,No,3814,1483.0,124.0,300.0,1.0,Semiurban,Y,-0.26018144389352993,-0.04724335756357987,-0.26186309830853577
LP002622,Male,Yes,2,Graduate,No,3510,4416.0,243.0,360.0,1.0,Rural,Y,-0.3099437497105479,0.955063907549942,1.128529692589846
LP002624,Male,Yes,0,Graduate,No,20833,6667.0,480.0,360.0,,Urban,Y,2.525689222882223,1.724308249101438,3.8976313013538495
LP002625,,No,0,Graduate,No,3583,0.0,96.0,360.0,1.0,Urban,N,-0.29799424864264557,-0.5540356092387769,-0.589014343225802
LP002626,Male,Yes,0,Graduate,Yes,2479,3013.0,188.0,360.0,1.0,Urban,Y,-0.4787099908202372,0.4756104152368595,0.4859111757880729
LP002634,Female,No,1,Graduate,No,13262,0.0,40.0,360.0,1.0,Urban,Y,1.2863786395248447,-0.5540356092387769,-1.2433168330603346
LP002637,Male,No,0,Not Graduate,No,3598,1287.0,100.0,360.0,1.0,Rural,N,-0.29553887171088483,-0.11422331800076033,-0.542278451094764
LP002640,Male,Yes,1,Graduate,No,6065,2004.0,250.0,360.0,1.0,Semiurban,Y,0.1082887876660341,0.13080031278219065,1.2103175038191625
LP002643,Male,Yes,2,Graduate,No,3283,2035.0,148.0,360.0,1.0,Urban,Y,-0.3471017872778607,0.14139408203501,0.018552254477692477
LP002648,Male,Yes,0,Graduate,No,2130,6666.0,70.0,180.0,1.0,Semiurban,N,-0.5358384274325374,1.7239665146094116,-0.8927976420775493
LP002652,Male,No,0,Graduate,No,5815,3666.0,311.0,360.0,1.0,Rural,N,0.06736583880335484,0.6987630385301189,1.9230398588174926
LP002659,Male,Yes,3+,Graduate,No,3466,3428.0,150.0,360.0,1.0,Rural,Y,-0.3171461887103795,0.6174302294278283,0.041920200543211494
LP002670,Female,Yes,2,Graduate,No,2031,1632.0,113.0,480.0,1.0,Semiurban,Y,-0.5520439151821583,0.0036750817483583434,-0.3903868016688904
LP002682,Male,Yes,,Not Graduate,No,3074,1800.0,123.0,360.0,0.0,Semiurban,N,-0.38131337252706055,0.06108647640879874,-0.2735470713412953
LP002683,Male,No,0,Graduate,No,4683,1915.0,185.0,360.0,1.0,Semiurban,N,-0.11793327364685684,0.1003859429918383,0.4508592566897944
LP002684,Female,No,0,Not Graduate,No,3400,0.0,95.0,360.0,1.0,Rural,N,-0.32794984721012677,-0.5540356092387769,-0.6006983162585616
LP002689,Male,Yes,2,Not Graduate,No,2192,1742.0,45.0,360.0,1.0,Semiurban,Y,-0.5256895361145929,0.04126587587126575,-1.184896967896537
LP002690,Male,No,0,Graduate,No,2500,0.0,55.0,360.0,1.0,Semiurban,Y,-0.4752724631157721,-0.5540356092387769,-1.068057237568942
LP002692,Male,Yes,3+,Graduate,Yes,5677,1424.0,100.0,360.0,1.0,Rural,Y,0.04477637103115589,-0.06740569259313929,-0.542278451094764
LP002693,Male,Yes,2,Graduate,Yes,7948,7166.0,480.0,360.0,1.0,Rural,Y,0.41652043849973425,1.894833760622627,3.8976313013538495
LP002699,Male,Yes,2,Graduate,Yes,17500,0.0,400.0,360.0,1.0,Rural,Y,1.9801044686449831,-0.5540356092387769,2.962913458733089
LP002705,Male,Yes,0,Graduate,No,3775,0.0,110.0,360.0,1.0,Semiurban,Y,-0.2665654239161079,-0.5540356092387769,-0.42543872076716893
LP002706,Male,Yes,1,Not Graduate,No,5285,1430.0,161.0,360.0,0.0,Semiurban,Y,-0.01939081278552518,-0.06535528564098071,0.17044390390356612
LP002714,Male,No,1,Not Graduate,No,2679,1302.0,94.0,360.0,1.0,Semiurban,Y,-0.44597163173009374,-0.10909730062036387,-0.6123822892913211
LP002716,Male,No,0,Not Graduate,No,6783,0.0,130.0,360.0,1.0,Semiurban,Y,0.22581949679964894,-0.5540356092387769,-0.19175926011197872
LP002717,Male,Yes,0,Graduate,No,1025,5500.0,216.0,360.0,,Rural,Y,-0.7167178614055797,1.3255040969065932,0.8130624207053392
LP002720,Male,Yes,3+,Graduate,No,4281,0.0,100.0,360.0,1.0,Urban,Y,-0.18373737541804508,-0.5540356092387769,-0.542278451094764
LP002723,Male,No,2,Graduate,No,3588,0.0,110.0,360.0,0.0,Rural,N,-0.297175789665392,-0.5540356092387769,-0.42543872076716893
LP002729,Male,No,1,Graduate,No,11250,0.0,196.0,360.0,,Semiurban,N,0.9570307470780018,-0.5540356092387769,0.579382960050149
LP002731,Female,No,0,Not Graduate,Yes,18165,0.0,125.0,360.0,1.0,Urban,Y,2.08895951261971,-0.5540356092387769,-0.2501791252757763
LP002732,Male,No,0,Not Graduate,,2550,2042.0,126.0,360.0,1.0,Rural,Y,-0.46708787334323626,0.14378622347919504,-0.23849515224301676
LP002734,Male,Yes,0,Graduate,No,6133,3906.0,324.0,360.0,1.0,Urban,Y,0.11941982975668286,0.7807793166164623,2.0749315082433664
LP002738,Male,No,2,Graduate,No,3617,0.0,107.0,360.0,1.0,Semiurban,Y,-0.2924287275973212,-0.5540356092387769,-0.46049063986544747
LP002739,Male,Yes,0,Not Graduate,No,2917,536.0,66.0,360.0,1.0,Rural,N,-0.4070129844128231,-0.37086592151260994,-0.9395335342085874
LP002740,Male,Yes,3+,Graduate,No,6417,0.0,157.0,180.0,1.0,Rural,Y,0.16590829966468648,-0.5540356092387769,0.12370801177252808
LP002741,Female,Yes,1,Graduate,No,4608,2845.0,140.0,180.0,1.0,Semiurban,Y,-0.1302101583056606,0.41819902057641906,-0.07491952978438361
LP002743,Female,No,0,Graduate,No,2138,0.0,99.0,360.0,0.0,Semiurban,N,-0.5345288930689317,-0.5540356092387769,-0.5539624241275235
LP002753,Female,No,1,Graduate,,3652,0.0,95.0,360.0,1.0,Semiurban,Y,-0.2866995147565461,-0.5540356092387769,-0.6006983162585616
LP002755,Male,Yes,1,Not Graduate,No,2239,2524.0,128.0,360.0,1.0,Urban,Y,-0.5179960217284092,0.30850224863593473,-0.21512720617749773
LP002757,Female,Yes,0,Not Graduate,No,3017,663.0,102.0,360.0,,Semiurban,Y,-0.3906438048677514,-0.3274656410252532,-0.518910505029245
LP002767,Male,Yes,0,Graduate,No,2768,1950.0,155.0,360.0,1.0,Rural,Y,-0.43140306193497996,0.11234665021276338,0.10034006570700905
LP002768,Male,No,0,Not Graduate,No,3358,0.0,80.0,36.0,1.0,Semiurban,N,-0.3348249026190569,-0.5540356092387769,-0.7759579117499542
LP002772,Male,No,0,Graduate,No,2526,1783.0,145.0,360.0,1.0,Rural,Y,-0.4710164764340535,0.05527699004434942,-0.016499664620586055
LP002776,Female,No,0,Graduate,No,5000,0.0,103.0,360.0,0.0,Semiurban,N,-0.06604297448897953,-0.5540356092387769,-0.5072265319964855
LP002777,Male,Yes,0,Graduate,No,2785,2016.0,110.0,360.0,1.0,Rural,Y,-0.4286203014123178,0.13490112668650783,-0.42543872076716893
LP002785,Male,Yes,1,Graduate,No,3333,3250.0,158.0,360.0,1.0,Urban,Y,-0.33891719750532484,0.5566014898471237,0.13539198480528758
LP002788,Male,Yes,0,Not Graduate,No,2454,2333.0,181.0,360.0,0.0,Urban,N,-0.4828022857065051,0.24323096065888644,0.4041233645587563
LP002789,Male,Yes,0,Graduate,No,3593,4266.0,132.0,180.0,0.0,Rural,N,-0.2963573306881384,0.9038037337459773,-0.16839131404645968
LP002792,Male,Yes,1,Graduate,No,5468,1032.0,26.0,360.0,1.0,Semiurban,Y,0.010564785781956035,-0.20136561346750023,-1.406892455518968
LP002794,Female,No,0,Graduate,No,2667,1625.0,84.0,360.0,,Urban,Y,-0.44793593327550235,0.0012829403041733267,-0.7292220196189162
LP002795,Male,Yes,3+,Graduate,Yes,10139,0.0,260.0,360.0,1.0,Semiurban,Y,0.7751691623322553,-0.5540356092387769,1.3271572341467577
LP002798,Male,Yes,0,Graduate,No,3887,2669.0,162.0,360.0,1.0,Semiurban,Y,-0.24823194282562758,0.35805374997976724,0.18212787693632562
LP002804,Female,Yes,0,Graduate,No,4180,2306.0,182.0,360.0,1.0,Semiurban,Y,-0.2002702467585675,0.2340041293741728,0.41580733759151584
LP002807,Male,Yes,2,Not Graduate,No,3675,242.0,108.0,360.0,1.0,Semiurban,Y,-0.2829346034611796,-0.47133586216838064,-0.44880666683268794
LP002813,Female,Yes,1,Graduate,Yes,19484,0.0,600.0,360.0,1.0,Semiurban,Y,2.3048689908192057,-0.5540356092387769,5.299708065284991
LP002820,Male,Yes,0,Graduate,No,5923,2054.0,211.0,360.0,1.0,Rural,Y,0.08504455271203229,0.1478870373835122,0.7546425555415417
